NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%REACTOME DATABASE ID RELEASE 75%1799339	SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%REACTOME DATABASE ID RELEASE 75%1799339		107	-0.60972923	-1.6995826	0.0	0.04007235	0.88	2317	tags=50%, list=18%, signal=61%	
NONSENSE MEDIATED DECAY (NMD) ENHANCED BY THE EXON JUNCTION COMPLEX (EJC)%REACTOME%R-HSA-975957.1	NONSENSE MEDIATED DECAY (NMD) ENHANCED BY THE EXON JUNCTION COMPLEX (EJC)%REACTOME%R-HSA-975957.1		111	-0.60060906	-1.6991748	0.0	0.039186522	0.881	2317	tags=48%, list=18%, signal=58%	
PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GOBP%GO:0070972	PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GOBP%GO:0070972		126	-0.5950236	-1.6967404	0.0	0.040215716	0.902	2317	tags=44%, list=18%, signal=54%	
ION HOMEOSTASIS%REACTOME%R-HSA-5578775.2	ION HOMEOSTASIS%REACTOME%R-HSA-5578775.2		34	-0.70071715	-1.6935312	0.0	0.04192643	0.916	1678	tags=38%, list=13%, signal=44%	
NONSENSE-MEDIATED DECAY (NMD)%REACTOME%R-HSA-927802.2	NONSENSE-MEDIATED DECAY (NMD)%REACTOME%R-HSA-927802.2		111	-0.60060906	-1.6928185	0.0	0.041306593	0.918	2317	tags=48%, list=18%, signal=58%	
REGULATION OF SMOOTHENED SIGNALING PATHWAY%GOBP%GO:0008589	REGULATION OF SMOOTHENED SIGNALING PATHWAY%GOBP%GO:0008589		40	-0.70178133	-1.691613	0.0013280213	0.04148931	0.923	916	tags=23%, list=7%, signal=24%	
VIRAL MRNA TRANSLATION%REACTOME%R-HSA-192823.4	VIRAL MRNA TRANSLATION%REACTOME%R-HSA-192823.4		86	-0.60815346	-1.6724055	0.0	0.059120074	0.978	2317	tags=63%, list=18%, signal=76%	
DEVELOPMENTAL PIGMENTATION%GOBP%GO:0048066	DEVELOPMENTAL PIGMENTATION%GOBP%GO:0048066		22	-0.75734985	-1.6717895	0.0014104373	0.058365066	0.98	1228	tags=32%, list=10%, signal=35%	
RORA ACTIVATES GENE EXPRESSION%REACTOME DATABASE ID RELEASE 75%1368082	RORA ACTIVATES GENE EXPRESSION%REACTOME DATABASE ID RELEASE 75%1368082		17	-0.7864095	-1.661227	0.0013869626	0.069088	0.991	826	tags=29%, list=6%, signal=31%	
GLUTATHIONE METABOLIC PROCESS%GOBP%GO:0006749	GLUTATHIONE METABOLIC PROCESS%GOBP%GO:0006749		23	-0.7401242	-1.6594927	0.0014005603	0.069941044	0.993	812	tags=26%, list=6%, signal=28%	
ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GOBP%GO:0042773	ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GOBP%GO:0042773		69	-0.617379	-1.6549616	0.00125	0.07485712	0.995	2761	tags=54%, list=21%, signal=68%	
TRANSLATION INITIATION COMPLEX FORMATION%REACTOME%R-HSA-72649.3	TRANSLATION INITIATION COMPLEX FORMATION%REACTOME%R-HSA-72649.3		56	-0.6410328	-1.6547561	0.0	0.07358599	0.995	2317	tags=54%, list=18%, signal=65%	
CEREBRAL CORTEX CELL MIGRATION%GOBP%GO:0021795	CEREBRAL CORTEX CELL MIGRATION%GOBP%GO:0021795		15	-0.7947461	-1.6533058	0.001472754	0.07396946	0.995	541	tags=27%, list=4%, signal=28%	
CILIUM MOVEMENT%GOBP%GO:0003341	CILIUM MOVEMENT%GOBP%GO:0003341		26	-0.72826487	-1.6525238	0.0013888889	0.07345471	0.995	2729	tags=65%, list=21%, signal=83%	
SPERM MOTILITY%GOBP%GO:0097722	SPERM MOTILITY%GOBP%GO:0097722		22	-0.73480433	-1.6466835	0.0	0.0803138	0.998	2247	tags=59%, list=17%, signal=71%	
DETERMINATION OF LEFT/RIGHT SYMMETRY%GOBP%GO:0007368	DETERMINATION OF LEFT/RIGHT SYMMETRY%GOBP%GO:0007368		37	-0.67126656	-1.6463121	0.0026809652	0.07932237	0.998	2729	tags=41%, list=21%, signal=51%	
REGULATION OF MITOCHONDRIAL MEMBRANE POTENTIAL%GOBP%GO:0051881	REGULATION OF MITOCHONDRIAL MEMBRANE POTENTIAL%GOBP%GO:0051881		31	-0.70342875	-1.6433762	0.0027173914	0.08259052	0.998	767	tags=19%, list=6%, signal=21%	
TRANSCRIPTIONAL ACTIVATION OF MITOCHONDRIAL BIOGENESIS%REACTOME DATABASE ID RELEASE 75%2151201	TRANSCRIPTIONAL ACTIVATION OF MITOCHONDRIAL BIOGENESIS%REACTOME DATABASE ID RELEASE 75%2151201		45	-0.6701533	-1.6420493	0.0013071896	0.082973756	0.999	826	tags=18%, list=6%, signal=19%	
FORMATION OF THE TERNARY COMPLEX, AND SUBSEQUENTLY, THE 43S COMPLEX%REACTOME%R-HSA-72695.2	FORMATION OF THE TERNARY COMPLEX, AND SUBSEQUENTLY, THE 43S COMPLEX%REACTOME%R-HSA-72695.2		50	-0.6432574	-1.6359392	0.0025906735	0.09137679	1.0	2317	tags=56%, list=18%, signal=68%	
DETERMINATION OF BILATERAL SYMMETRY%GOBP%GO:0009855	DETERMINATION OF BILATERAL SYMMETRY%GOBP%GO:0009855		38	-0.66631377	-1.6319822	0.001345895	0.09626327	1.0	2729	tags=39%, list=21%, signal=50%	
RIBOSOMAL SCANNING AND START CODON RECOGNITION%REACTOME%R-HSA-72702.3	RIBOSOMAL SCANNING AND START CODON RECOGNITION%REACTOME%R-HSA-72702.3		56	-0.6302971	-1.6290746	0.0024875621	0.09964298	1.0	2317	tags=54%, list=18%, signal=65%	
OXIDATIVE PHOSPHORYLATION%GOBP%GO:0006119	OXIDATIVE PHOSPHORYLATION%GOBP%GO:0006119		72	-0.60732806	-1.6285295	0.00124533	0.09900975	1.0	2761	tags=51%, list=21%, signal=65%	
MITOCHONDRIAL ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GOBP%GO:0042775	MITOCHONDRIAL ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GOBP%GO:0042775		68	-0.61518806	-1.6264406	0.0012484394	0.10059513	1.0	2761	tags=53%, list=21%, signal=67%	
VIRAL GENE EXPRESSION%GOBP%GO:0019080	VIRAL GENE EXPRESSION%GOBP%GO:0019080		163	-0.5564152	-1.6262892	0.0	0.09915462	1.0	2719	tags=41%, list=21%, signal=51%	
LONG-CHAIN FATTY ACID BIOSYNTHETIC PROCESS%GOBP%GO:0042759	LONG-CHAIN FATTY ACID BIOSYNTHETIC PROCESS%GOBP%GO:0042759		15	-0.7843195	-1.6252804	0.0058479533	0.099291205	1.0	778	tags=33%, list=6%, signal=35%	
ENERGY DERIVATION BY OXIDATION OF ORGANIC COMPOUNDS%GOBP%GO:0015980	ENERGY DERIVATION BY OXIDATION OF ORGANIC COMPOUNDS%GOBP%GO:0015980		141	-0.56518656	-1.6179166	0.0	0.11169341	1.0	2285	tags=40%, list=18%, signal=49%	
FOREBRAIN CELL MIGRATION%GOBP%GO:0021885	FOREBRAIN CELL MIGRATION%GOBP%GO:0021885		20	-0.7427494	-1.6160946	0.0	0.11314458	1.0	1264	tags=30%, list=10%, signal=33%	
FLAGELLATED SPERM MOTILITY%GOBP%GO:0030317	FLAGELLATED SPERM MOTILITY%GOBP%GO:0030317		22	-0.73480433	-1.6128708	0.0055478504	0.11751277	1.0	2247	tags=59%, list=17%, signal=71%	
ACTIVATION OF THE MRNA UPON BINDING OF THE CAP-BINDING COMPLEX AND EIFS, AND SUBSEQUENT BINDING TO 43S%REACTOME DATABASE ID RELEASE 75%72662	ACTIVATION OF THE MRNA UPON BINDING OF THE CAP-BINDING COMPLEX AND EIFS, AND SUBSEQUENT BINDING TO 43S%REACTOME DATABASE ID RELEASE 75%72662		57	-0.63700473	-1.6097058	0.0	0.12212502	1.0	2317	tags=53%, list=18%, signal=64%	
TELENCEPHALON CELL MIGRATION%GOBP%GO:0022029	TELENCEPHALON CELL MIGRATION%GOBP%GO:0022029		19	-0.75388724	-1.6036878	0.00698324	0.13332912	1.0	1264	tags=32%, list=10%, signal=35%	
PIGMENT CELL DIFFERENTIATION%GOBP%GO:0050931	PIGMENT CELL DIFFERENTIATION%GOBP%GO:0050931		17	-0.76307654	-1.5992852	0.0	0.14104728	1.0	508	tags=24%, list=4%, signal=24%	
GO ID NOT FOUND IN OBO FILE ONTOLOGY DEFINITIONS%GOBP%GO:0150104	GO ID NOT FOUND IN OBO FILE ONTOLOGY DEFINITIONS%GOBP%GO:0150104		56	-0.6220454	-1.5980829	0.003911343	0.14165393	1.0	1260	tags=29%, list=10%, signal=32%	
SPECIFICATION OF SYMMETRY%GOBP%GO:0009799	SPECIFICATION OF SYMMETRY%GOBP%GO:0009799		39	-0.6575742	-1.5958691	0.0026773761	0.14443444	1.0	2729	tags=38%, list=21%, signal=49%	
NEGATIVE REGULATION OF CARBOHYDRATE METABOLIC PROCESS%GOBP%GO:0045912	NEGATIVE REGULATION OF CARBOHYDRATE METABOLIC PROCESS%GOBP%GO:0045912		16	-0.7653496	-1.5951992	0.002793296	0.14391662	1.0	498	tags=19%, list=4%, signal=19%	
JOUBERT SYNDROME%WIKIPATHWAYS_20210210%WP4656%HOMO SAPIENS	JOUBERT SYNDROME%WIKIPATHWAYS_20210210%WP4656%HOMO SAPIENS		54	-0.6233192	-1.5919082	0.0	0.14966439	1.0	3153	tags=54%, list=25%, signal=71%	
POTASSIUM ION IMPORT%GOBP%GO:0010107	POTASSIUM ION IMPORT%GOBP%GO:0010107		18	-0.73744076	-1.5871419	0.008608322	0.15939884	1.0	1826	tags=33%, list=14%, signal=39%	
PEPTIDYL-TYROSINE MODIFICATION%GOBP%GO:0018212	PEPTIDYL-TYROSINE MODIFICATION%GOBP%GO:0018212		43	-0.6273485	-1.5870982	0.0038860103	0.15728842	1.0	1256	tags=28%, list=10%, signal=31%	
CILIUM OR FLAGELLUM-DEPENDENT CELL MOTILITY%GOBP%GO:0001539	CILIUM OR FLAGELLUM-DEPENDENT CELL MOTILITY%GOBP%GO:0001539		15	-0.75865734	-1.5818151	0.01174743	0.16842821	1.0	2729	tags=73%, list=21%, signal=93%	
PROTON TRANSMEMBRANE TRANSPORT%GOBP%GO:1902600	PROTON TRANSMEMBRANE TRANSPORT%GOBP%GO:1902600		22	-0.7207664	-1.5809093	0.009668509	0.16841298	1.0	353	tags=18%, list=3%, signal=19%	
POTASSIUM ION IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:1990573	POTASSIUM ION IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:1990573		18	-0.73744076	-1.5804524	0.0073313783	0.16743048	1.0	1826	tags=33%, list=14%, signal=39%	
BILE ACID AND BILE SALT METABOLISM%REACTOME%R-HSA-194068.1	BILE ACID AND BILE SALT METABOLISM%REACTOME%R-HSA-194068.1		22	-0.7131063	-1.5795865	0.016152717	0.16729419	1.0	981	tags=27%, list=8%, signal=29%	
PHOTORECEPTOR CELL MAINTENANCE%GOBP%GO:0045494	PHOTORECEPTOR CELL MAINTENANCE%GOBP%GO:0045494		20	-0.72638524	-1.5778021	0.0055788006	0.1697182	1.0	2807	tags=65%, list=22%, signal=83%	
SEX DIFFERENTIATION%GOBP%GO:0007548	SEX DIFFERENTIATION%GOBP%GO:0007548		53	-0.6163747	-1.5745016	0.002642008	0.17587587	1.0	2124	tags=34%, list=17%, signal=41%	
TRANSPORT OF BILE SALTS AND ORGANIC ACIDS, METAL IONS AND AMINE COMPOUNDS%REACTOME%R-HSA-425366.3	TRANSPORT OF BILE SALTS AND ORGANIC ACIDS, METAL IONS AND AMINE COMPOUNDS%REACTOME%R-HSA-425366.3		41	-0.65086335	-1.5698273	0.002805049	0.18662004	1.0	1292	tags=29%, list=10%, signal=32%	
CILIUM-DEPENDENT CELL MOTILITY%GOBP%GO:0060285	CILIUM-DEPENDENT CELL MOTILITY%GOBP%GO:0060285		15	-0.75865734	-1.5609814	0.016393442	0.21111059	1.0	2729	tags=73%, list=21%, signal=93%	
VXPX CARGO-TARGETING TO CILIUM%REACTOME%R-HSA-5620916.2	VXPX CARGO-TARGETING TO CILIUM%REACTOME%R-HSA-5620916.2		17	-0.73539245	-1.5603877	0.01438849	0.2101639	1.0	1108	tags=24%, list=9%, signal=26%	
AEROBIC RESPIRATION%GOBP%GO:0009060	AEROBIC RESPIRATION%GOBP%GO:0009060		58	-0.603659	-1.559628	0.005148005	0.2098489	1.0	2472	tags=50%, list=19%, signal=62%	
RETINA HOMEOSTASIS%GOBP%GO:0001895	RETINA HOMEOSTASIS%GOBP%GO:0001895		32	-0.6495001	-1.5590136	0.003937008	0.2090991	1.0	2807	tags=53%, list=22%, signal=68%	
NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009141	NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009141		152	-0.5367577	-1.5589699	0.0022857143	0.20668645	1.0	2761	tags=38%, list=21%, signal=47%	
SLC-MEDIATED TRANSMEMBRANE TRANSPORT%REACTOME DATABASE ID RELEASE 75%425407	SLC-MEDIATED TRANSMEMBRANE TRANSPORT%REACTOME DATABASE ID RELEASE 75%425407		138	-0.5325142	-1.5545007	0.0	0.21781579	1.0	1292	tags=21%, list=10%, signal=23%	
SYNTHESIS OF BILE ACIDS AND BILE SALTS%REACTOME DATABASE ID RELEASE 75%192105	SYNTHESIS OF BILE ACIDS AND BILE SALTS%REACTOME DATABASE ID RELEASE 75%192105		21	-0.70623255	-1.5531238	0.016949153	0.21973006	1.0	833	tags=24%, list=6%, signal=25%	
ATP METABOLIC PROCESS%GOBP%GO:0046034	ATP METABOLIC PROCESS%GOBP%GO:0046034		119	-0.55016685	-1.5530276	0.0011820331	0.21751721	1.0	2761	tags=41%, list=21%, signal=52%	
CARDIAC CONDUCTION%REACTOME%R-HSA-5576891.2	CARDIAC CONDUCTION%REACTOME%R-HSA-5576891.2		66	-0.58376455	-1.5505813	0.0013003901	0.22243051	1.0	1678	tags=29%, list=13%, signal=33%	
MICROTUBULE BUNDLE FORMATION%GOBP%GO:0001578	MICROTUBULE BUNDLE FORMATION%GOBP%GO:0001578		47	-0.6173312	-1.5489049	0.007792208	0.22513607	1.0	2729	tags=57%, list=21%, signal=73%	
PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0018108	PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0018108		40	-0.63432634	-1.5480351	0.007782101	0.22525582	1.0	1256	tags=30%, list=10%, signal=33%	
LIPID OXIDATION%GOBP%GO:0034440	LIPID OXIDATION%GOBP%GO:0034440		56	-0.6012897	-1.5461513	0.0026007802	0.22879854	1.0	1905	tags=30%, list=15%, signal=35%	
ORGAN GROWTH%GOBP%GO:0035265	ORGAN GROWTH%GOBP%GO:0035265		19	-0.697574	-1.5459174	0.011560693	0.22703612	1.0	2382	tags=53%, list=19%, signal=65%	
GENERATION OF PRECURSOR METABOLITES AND ENERGY%GOBP%GO:0006091	GENERATION OF PRECURSOR METABOLITES AND ENERGY%GOBP%GO:0006091		197	-0.5185669	-1.544344	0.0	0.22941309	1.0	2285	tags=36%, list=18%, signal=43%	
NEGATIVE REGULATION OF SMOOTHENED SIGNALING PATHWAY%GOBP%GO:0045879	NEGATIVE REGULATION OF SMOOTHENED SIGNALING PATHWAY%GOBP%GO:0045879		18	-0.72722024	-1.543962	0.015320335	0.22815101	1.0	916	tags=22%, list=7%, signal=24%	
FATTY ACID OXIDATION%GOBP%GO:0019395	FATTY ACID OXIDATION%GOBP%GO:0019395		56	-0.6012897	-1.5426217	0.002541296	0.2299275	1.0	1905	tags=30%, list=15%, signal=35%	
TELENCEPHALON DEVELOPMENT%GOBP%GO:0021537	TELENCEPHALON DEVELOPMENT%GOBP%GO:0021537		72	-0.57316315	-1.5369306	0.0025316456	0.24532893	1.0	2124	tags=33%, list=17%, signal=40%	
INTRAFLAGELLAR TRANSPORT%REACTOME DATABASE ID RELEASE 75%5620924	INTRAFLAGELLAR TRANSPORT%REACTOME DATABASE ID RELEASE 75%5620924		32	-0.6535151	-1.5350287	0.020325202	0.24923094	1.0	2194	tags=41%, list=17%, signal=49%	
CEREBRAL CORTEX DEVELOPMENT%GOBP%GO:0021987	CEREBRAL CORTEX DEVELOPMENT%GOBP%GO:0021987		36	-0.6291899	-1.5328681	0.011842106	0.2540525	1.0	1434	tags=28%, list=11%, signal=31%	
CARBOHYDRATE TRANSMEMBRANE TRANSPORT%GOBP%GO:0034219	CARBOHYDRATE TRANSMEMBRANE TRANSPORT%GOBP%GO:0034219		16	-0.71734464	-1.53235	0.014245015	0.2530722	1.0	198	tags=19%, list=2%, signal=19%	
PALLIUM DEVELOPMENT%GOBP%GO:0021543	PALLIUM DEVELOPMENT%GOBP%GO:0021543		44	-0.61868685	-1.5322509	0.010752688	0.25081933	1.0	2501	tags=36%, list=19%, signal=45%	
