NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
RESPONSE TO INTERLEUKIN-1%GOBP%GO:0070555	RESPONSE TO INTERLEUKIN-1%GOBP%GO:0070555	Details ...	112	0.6151183	2.0775824	0.0	0.004503121	0.025	1411	tags=27%, list=11%, signal=30%	
CELLULAR RESPONSE TO INTERLEUKIN-1%GOBP%GO:0071347	CELLULAR RESPONSE TO INTERLEUKIN-1%GOBP%GO:0071347	Details ...	102	0.6162181	2.0716746	0.0	0.0046308134	0.028	1411	tags=27%, list=11%, signal=31%	
POSITIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001238	POSITIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001238	Details ...	21	0.8305886	2.0676699	0.0	0.0045841797	0.03	676	tags=43%, list=5%, signal=45%	
ACTIN FILAMENT BUNDLE ORGANIZATION%GOBP%GO:0061572	ACTIN FILAMENT BUNDLE ORGANIZATION%GOBP%GO:0061572	Details ...	38	0.7117268	2.0581448	0.0	0.004670093	0.033	1198	tags=39%, list=9%, signal=43%	
SYNDECAN-4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-4-MEDIATED SIGNALING EVENTS	SYNDECAN-4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-4-MEDIATED SIGNALING EVENTS	Details ...	24	0.8118031	2.0484743	0.0	0.0052819485	0.04	1838	tags=63%, list=14%, signal=73%	
PLATELET AGGREGATION%GOBP%GO:0070527	PLATELET AGGREGATION%GOBP%GO:0070527	Details ...	26	0.7560879	2.0289614	0.0	0.0077593317	0.063	1333	tags=50%, list=10%, signal=56%	
UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING	UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING	Details ...	24	0.7756738	2.0034835	0.0	0.011843999	0.098	886	tags=46%, list=7%, signal=49%	
ACTIN FILAMENT BUNDLE ASSEMBLY%GOBP%GO:0051017	ACTIN FILAMENT BUNDLE ASSEMBLY%GOBP%GO:0051017	Details ...	38	0.7117268	2.0022905	0.0	0.01140381	0.1	1198	tags=39%, list=9%, signal=43%	
HOMOTYPIC CELL-CELL ADHESION%GOBP%GO:0034109	HOMOTYPIC CELL-CELL ADHESION%GOBP%GO:0034109	Details ...	37	0.69794637	1.9935901	0.0	0.013302812	0.122	1124	tags=38%, list=9%, signal=41%	
PATHOGENIC ESCHERICHIA COLI INFECTION%WIKIPATHWAYS_20210210%WP2272%HOMO SAPIENS	PATHOGENIC ESCHERICHIA COLI INFECTION%WIKIPATHWAYS_20210210%WP2272%HOMO SAPIENS	Details ...	33	0.7261402	1.991749	0.0	0.013328409	0.129	1124	tags=52%, list=9%, signal=56%	
SARS-COV-1 INFECTION%REACTOME%R-HSA-9678108.2	SARS-COV-1 INFECTION%REACTOME%R-HSA-9678108.2		47	0.66777116	1.9896853	0.0	0.012786757	0.13	7	tags=9%, list=0%, signal=8%	
PID_SYNDECAN_4_PATHWAY%MSIGDB_C2%PID_SYNDECAN_4_PATHWAY	PID_SYNDECAN_4_PATHWAY%MSIGDB_C2%PID_SYNDECAN_4_PATHWAY		19	0.80057657	1.9597732	0.0	0.022523606	0.227	1838	tags=58%, list=14%, signal=67%	
ACTIN FILAMENT ORGANIZATION%GOBP%GO:0007015	ACTIN FILAMENT ORGANIZATION%GOBP%GO:0007015		151	0.5545319	1.9577143	0.0	0.022646112	0.238	1333	tags=32%, list=10%, signal=36%	
SIGNALING EVENTS MEDIATED BY FOCAL ADHESION KINASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY FOCAL ADHESION KINASE	SIGNALING EVENTS MEDIATED BY FOCAL ADHESION KINASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY FOCAL ADHESION KINASE		52	0.652049	1.9540653	0.0	0.023264322	0.245	1198	tags=31%, list=9%, signal=34%	
GRANULOCYTE MIGRATION%GOBP%GO:0097530	GRANULOCYTE MIGRATION%GOBP%GO:0097530		23	0.770372	1.9397022	0.003125	0.028726185	0.298	1035	tags=39%, list=8%, signal=42%	
E-CADHERIN SIGNALING IN THE NASCENT ADHERENS JUNCTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E-CADHERIN SIGNALING IN THE NASCENT ADHERENS JUNCTION	E-CADHERIN SIGNALING IN THE NASCENT ADHERENS JUNCTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E-CADHERIN SIGNALING IN THE NASCENT ADHERENS JUNCTION		32	0.70949453	1.936368	0.0	0.029222928	0.312	1396	tags=34%, list=11%, signal=38%	
REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0035023	REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0035023		44	0.6495994	1.9151057	0.0	0.041640382	0.426	790	tags=34%, list=6%, signal=36%	
PID_P53_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_P53_DOWNSTREAM_PATHWAY	PID_P53_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_P53_DOWNSTREAM_PATHWAY		88	0.58428174	1.9111006	0.0	0.042526893	0.442	1432	tags=31%, list=11%, signal=34%	
REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0000079	REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0000079		64	0.6091035	1.9110426	0.0	0.041060448	0.442	1371	tags=30%, list=11%, signal=33%	
TGF-BETA RECEPTOR SIGNALING%WIKIPATHWAYS_20210210%WP560%HOMO SAPIENS	TGF-BETA RECEPTOR SIGNALING%WIKIPATHWAYS_20210210%WP560%HOMO SAPIENS		36	0.6643197	1.9064415	0.0	0.04252326	0.466	492	tags=25%, list=4%, signal=26%	
POSITIVE REGULATION OF ACTIN FILAMENT BUNDLE ASSEMBLY%GOBP%GO:0032233	POSITIVE REGULATION OF ACTIN FILAMENT BUNDLE ASSEMBLY%GOBP%GO:0032233		34	0.6816023	1.8970422	0.0	0.04696684	0.506	879	tags=29%, list=7%, signal=31%	
INTERLEUKIN-10 SIGNALING%REACTOME%R-HSA-6783783.3	INTERLEUKIN-10 SIGNALING%REACTOME%R-HSA-6783783.3		16	0.819322	1.8903695	0.0	0.05051609	0.544	921	tags=50%, list=7%, signal=54%	
CELLULAR RESPONSE TO LIPOPOLYSACCHARIDE%GOBP%GO:0071222	CELLULAR RESPONSE TO LIPOPOLYSACCHARIDE%GOBP%GO:0071222		47	0.64372957	1.8896066	0.0	0.049589578	0.55	751	tags=26%, list=6%, signal=27%	
HALLMARK_IL6_JAK_STAT3_SIGNALING%MSIGDB_C2%HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING%MSIGDB_C2%HALLMARK_IL6_JAK_STAT3_SIGNALING		45	0.6581437	1.8893656	0.0	0.048249274	0.551	1896	tags=36%, list=15%, signal=42%	
SYNDECAN INTERACTIONS%REACTOME DATABASE ID RELEASE 75%3000170	SYNDECAN INTERACTIONS%REACTOME DATABASE ID RELEASE 75%3000170		18	0.7745894	1.8888692	0.0	0.047265597	0.553	820	tags=33%, list=6%, signal=36%	
MATURATION OF 5.8S RRNA%GOBP%GO:0000460	MATURATION OF 5.8S RRNA%GOBP%GO:0000460		30	0.6965032	1.8885158	0.0035587188	0.04617087	0.556	1484	tags=40%, list=12%, signal=45%	
METABOLISM OF POLYAMINES%REACTOME DATABASE ID RELEASE 75%351202	METABOLISM OF POLYAMINES%REACTOME DATABASE ID RELEASE 75%351202		50	0.62857664	1.8845823	0.0	0.04792006	0.58	2094	tags=44%, list=16%, signal=52%	
GRANULOCYTE CHEMOTAXIS%GOBP%GO:0071621	GRANULOCYTE CHEMOTAXIS%GOBP%GO:0071621		21	0.7742629	1.8821611	0.0	0.048269674	0.597	1035	tags=43%, list=8%, signal=47%	
LUNG FIBROSIS%WIKIPATHWAYS_20210210%WP3624%HOMO SAPIENS	LUNG FIBROSIS%WIKIPATHWAYS_20210210%WP3624%HOMO SAPIENS		25	0.73726904	1.8820361	0.0	0.047080893	0.598	1585	tags=52%, list=12%, signal=59%	
INACTIVATION OF MAPK ACTIVITY%GOBP%GO:0000188	INACTIVATION OF MAPK ACTIVITY%GOBP%GO:0000188		18	0.7718842	1.878309	0.0	0.04742127	0.612	929	tags=44%, list=7%, signal=48%	
EPH-EPHRIN SIGNALING%REACTOME DATABASE ID RELEASE 75%2682334	EPH-EPHRIN SIGNALING%REACTOME DATABASE ID RELEASE 75%2682334		71	0.5954061	1.8742604	0.0	0.04935232	0.633	1408	tags=38%, list=11%, signal=42%	
ARYL HYDROCARBON RECEPTOR PATHWAY%WIKIPATHWAYS_20210210%WP2873%HOMO SAPIENS	ARYL HYDROCARBON RECEPTOR PATHWAY%WIKIPATHWAYS_20210210%WP2873%HOMO SAPIENS		19	0.7774448	1.8716766	0.0	0.049708925	0.645	322	tags=32%, list=3%, signal=32%	
NEUTROPHIL CHEMOTAXIS%GOBP%GO:0030593	NEUTROPHIL CHEMOTAXIS%GOBP%GO:0030593		19	0.7639615	1.8627232	0.0031347962	0.05446495	0.684	1035	tags=42%, list=8%, signal=46%	
STABILIZATION AND EXPANSION OF THE E-CADHERIN ADHERENS JUNCTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%STABILIZATION AND EXPANSION OF THE E-CADHERIN ADHERENS JUNCTION	STABILIZATION AND EXPANSION OF THE E-CADHERIN ADHERENS JUNCTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%STABILIZATION AND EXPANSION OF THE E-CADHERIN ADHERENS JUNCTION		35	0.68485266	1.8584964	0.0	0.056648735	0.7	1408	tags=46%, list=11%, signal=51%	
POSITIVE REGULATION OF STRESS FIBER ASSEMBLY%GOBP%GO:0051496	POSITIVE REGULATION OF STRESS FIBER ASSEMBLY%GOBP%GO:0051496		30	0.68730295	1.8579476	0.0	0.055784613	0.702	879	tags=30%, list=7%, signal=32%	
REGULATION OF ACTOMYOSIN STRUCTURE ORGANIZATION%GOBP%GO:0110020	REGULATION OF ACTOMYOSIN STRUCTURE ORGANIZATION%GOBP%GO:0110020		60	0.5976731	1.8565868	0.0046296297	0.055773705	0.708	879	tags=27%, list=7%, signal=28%	
ERBB1 DOWNSTREAM SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB1 DOWNSTREAM SIGNALING	ERBB1 DOWNSTREAM SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB1 DOWNSTREAM SIGNALING		93	0.5550261	1.8478904	0.0	0.06098381	0.751	1118	tags=30%, list=9%, signal=33%	
FORMATION OF PRIMARY GERM LAYER%GOBP%GO:0001704	FORMATION OF PRIMARY GERM LAYER%GOBP%GO:0001704		37	0.6588784	1.8474381	0.0034843206	0.059920706	0.753	1014	tags=35%, list=8%, signal=38%	
NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS%GOBP%GO:1902042	NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS%GOBP%GO:1902042		23	0.7318156	1.842695	0.0035211267	0.06325905	0.78	768	tags=30%, list=6%, signal=32%	
RHO GTPASES ACTIVATE ROCKS%REACTOME DATABASE ID RELEASE 75%5627117	RHO GTPASES ACTIVATE ROCKS%REACTOME DATABASE ID RELEASE 75%5627117		17	0.7686825	1.8425819	0.003164557	0.062071085	0.781	1991	tags=59%, list=15%, signal=70%	
EPHB-MEDIATED FORWARD SIGNALING%REACTOME DATABASE ID RELEASE 75%3928662	EPHB-MEDIATED FORWARD SIGNALING%REACTOME DATABASE ID RELEASE 75%3928662		29	0.7142272	1.8415664	0.0	0.06158798	0.785	1198	tags=52%, list=9%, signal=57%	
REGULATION OF STRESS FIBER ASSEMBLY%GOBP%GO:0051492	REGULATION OF STRESS FIBER ASSEMBLY%GOBP%GO:0051492		56	0.6024246	1.840877	0.0	0.061019085	0.787	1198	tags=30%, list=9%, signal=33%	
RHO GTPASES ACTIVATE CIT%REACTOME%R-HSA-5625900.2	RHO GTPASES ACTIVATE CIT%REACTOME%R-HSA-5625900.2		15	0.7817598	1.8393576	0.003144654	0.060912143	0.794	1991	tags=53%, list=15%, signal=63%	
TRANSCRIPTIONAL REGULATION BY RUNX3%REACTOME DATABASE ID RELEASE 75%8878159	TRANSCRIPTIONAL REGULATION BY RUNX3%REACTOME DATABASE ID RELEASE 75%8878159		87	0.5622177	1.834618	0.0	0.06303445	0.815	1411	tags=30%, list=11%, signal=33%	
NEUTROPHIL MIGRATION%GOBP%GO:1990266	NEUTROPHIL MIGRATION%GOBP%GO:1990266		20	0.7638482	1.8335258	0.0	0.062719434	0.82	1035	tags=40%, list=8%, signal=43%	
CDC42 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CDC42 SIGNALING EVENTS	CDC42 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CDC42 SIGNALING EVENTS		58	0.5956694	1.8331995	0.0	0.061849058	0.821	1117	tags=31%, list=9%, signal=34%	
POSITIVE REGULATION OF RESPONSE TO WOUNDING%GOBP%GO:1903036	POSITIVE REGULATION OF RESPONSE TO WOUNDING%GOBP%GO:1903036		31	0.6766215	1.8322749	0.0	0.061498307	0.825	692	tags=39%, list=5%, signal=41%	
INFLAMMATORY RESPONSE%GOBP%GO:0006954	INFLAMMATORY RESPONSE%GOBP%GO:0006954		103	0.5410481	1.8297774	0.0	0.062165387	0.834	772	tags=21%, list=6%, signal=23%	
PHOTODYNAMIC THERAPY-INDUCED HIF-1 SURVIVAL SIGNALING%WIKIPATHWAYS_20210210%WP3614%HOMO SAPIENS	PHOTODYNAMIC THERAPY-INDUCED HIF-1 SURVIVAL SIGNALING%WIKIPATHWAYS_20210210%WP3614%HOMO SAPIENS		19	0.7544775	1.8294097	0.0032894737	0.061448082	0.834	538	tags=32%, list=4%, signal=33%	
HALLMARK_HYPOXIA%MSIGDB_C2%HALLMARK_HYPOXIA	HALLMARK_HYPOXIA%MSIGDB_C2%HALLMARK_HYPOXIA		115	0.52640283	1.8283163	0.0	0.06105224	0.837	1441	tags=32%, list=11%, signal=36%	
REGULATION OF SUBSTRATE ADHESION-DEPENDENT CELL SPREADING%GOBP%GO:1900024	REGULATION OF SUBSTRATE ADHESION-DEPENDENT CELL SPREADING%GOBP%GO:1900024		37	0.64327955	1.8241154	0.0	0.06301566	0.846	896	tags=32%, list=7%, signal=35%	
HYPERTROPHY MODEL%WIKIPATHWAYS_20210210%WP516%HOMO SAPIENS	HYPERTROPHY MODEL%WIKIPATHWAYS_20210210%WP516%HOMO SAPIENS		15	0.79836714	1.8236117	0.0	0.062188227	0.846	751	tags=40%, list=6%, signal=42%	
SEMA4D IN SEMAPHORIN SIGNALING%REACTOME%R-HSA-400685.2	SEMA4D IN SEMAPHORIN SIGNALING%REACTOME%R-HSA-400685.2		21	0.73165435	1.8195931	0.013422819	0.06464727	0.865	1537	tags=43%, list=12%, signal=49%	
SARS-COV-2 INFECTION%REACTOME DATABASE ID RELEASE 75%9694516	SARS-COV-2 INFECTION%REACTOME DATABASE ID RELEASE 75%9694516		64	0.59440166	1.8148896	0.0	0.06688835	0.876	351	tags=8%, list=3%, signal=8%	
REGULATION OF WOUND HEALING%GOBP%GO:0061041	REGULATION OF WOUND HEALING%GOBP%GO:0061041		75	0.5657559	1.8135284	0.0	0.067130834	0.878	692	tags=32%, list=5%, signal=34%	
HALLMARK_APICAL_JUNCTION%MSIGDB_C2%HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION%MSIGDB_C2%HALLMARK_APICAL_JUNCTION		92	0.54305476	1.8133768	0.0	0.066173024	0.879	1316	tags=32%, list=10%, signal=35%	
FORMATION OF TUBULIN FOLDING INTERMEDIATES BY CCT TRIC%REACTOME%R-HSA-389960.2	FORMATION OF TUBULIN FOLDING INTERMEDIATES BY CCT TRIC%REACTOME%R-HSA-389960.2		19	0.7478708	1.8130354	0.0034965035	0.06541765	0.879	899	tags=42%, list=7%, signal=45%	
P53 TRANSCRIPTIONAL GENE NETWORK%WIKIPATHWAYS_20210210%WP4963%HOMO SAPIENS	P53 TRANSCRIPTIONAL GENE NETWORK%WIKIPATHWAYS_20210210%WP4963%HOMO SAPIENS		42	0.6125617	1.8128458	0.0042918455	0.06462938	0.881	1304	tags=26%, list=10%, signal=29%	
RHO GTPASES ACTIVATE PAKS%REACTOME DATABASE ID RELEASE 75%5627123	RHO GTPASES ACTIVATE PAKS%REACTOME DATABASE ID RELEASE 75%5627123		19	0.7434457	1.8111268	0.0	0.06487943	0.884	447	tags=37%, list=3%, signal=38%	
WOUND HEALING, SPREADING OF CELLS%GOBP%GO:0044319	WOUND HEALING, SPREADING OF CELLS%GOBP%GO:0044319		17	0.73983574	1.809554	0.0067114094	0.06499187	0.888	2070	tags=65%, list=16%, signal=77%	
CELLULAR RESPONSE TO MOLECULE OF BACTERIAL ORIGIN%GOBP%GO:0071219	CELLULAR RESPONSE TO MOLECULE OF BACTERIAL ORIGIN%GOBP%GO:0071219		51	0.5875676	1.8086315	0.0	0.06491831	0.891	751	tags=24%, list=6%, signal=25%	
REGULATION OF LEUKOCYTE MIGRATION%GOBP%GO:0002685	REGULATION OF LEUKOCYTE MIGRATION%GOBP%GO:0002685		79	0.55947953	1.8054657	0.0	0.06668101	0.906	737	tags=23%, list=6%, signal=24%	
BETA1 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA1 INTEGRIN CELL SURFACE INTERACTIONS	BETA1 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA1 INTEGRIN CELL SURFACE INTERACTIONS		49	0.60922074	1.805147	0.0	0.066097535	0.908	953	tags=35%, list=7%, signal=37%	
POSITIVE REGULATION OF WOUND HEALING%GOBP%GO:0090303	POSITIVE REGULATION OF WOUND HEALING%GOBP%GO:0090303		28	0.67652875	1.8043659	0.012345679	0.065946095	0.909	358	tags=36%, list=3%, signal=37%	
ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES%REACTOME DATABASE ID RELEASE 75%2022090	ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES%REACTOME DATABASE ID RELEASE 75%2022090		36	0.63240194	1.7983198	0.0039525693	0.07033459	0.922	1379	tags=39%, list=11%, signal=43%	
ALPHA4 BETA1 INTEGRIN SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALPHA4 BETA1 INTEGRIN SIGNALING EVENTS	ALPHA4 BETA1 INTEGRIN SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALPHA4 BETA1 INTEGRIN SIGNALING EVENTS		26	0.6913185	1.7981566	0.0035842294	0.0695376	0.922	759	tags=35%, list=6%, signal=37%	
ALPHA6BETA4INTEGRIN%IOB%ALPHA6BETA4INTEGRIN	ALPHA6BETA4INTEGRIN%IOB%ALPHA6BETA4INTEGRIN		39	0.6341732	1.7973499	0.0	0.0692984	0.923	2085	tags=54%, list=16%, signal=64%	
TGF-BETA RECEPTOR SIGNALLING IN SKELETAL DYSPLASIAS%WIKIPATHWAYS_20210210%WP4816%HOMO SAPIENS	TGF-BETA RECEPTOR SIGNALLING IN SKELETAL DYSPLASIAS%WIKIPATHWAYS_20210210%WP4816%HOMO SAPIENS		37	0.6362961	1.7954364	0.0	0.06990666	0.928	492	tags=24%, list=4%, signal=25%	
RHO GTPASES ACTIVATE PKNS%REACTOME%R-HSA-5625740.1	RHO GTPASES ACTIVATE PKNS%REACTOME%R-HSA-5625740.1		27	0.6917808	1.7923763	0.0036363637	0.07145128	0.935	1991	tags=52%, list=15%, signal=61%	
REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE%GOBP%GO:0003073	REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE%GOBP%GO:0003073		23	0.68973315	1.7871659	0.0	0.0744132	0.945	698	tags=39%, list=5%, signal=41%	
THE INFLUENCE OF LAMINOPATHIES ON WNT SIGNALING%WIKIPATHWAYS_20210210%WP4844%HOMO SAPIENS	THE INFLUENCE OF LAMINOPATHIES ON WNT SIGNALING%WIKIPATHWAYS_20210210%WP4844%HOMO SAPIENS		21	0.7279396	1.7864157	0.010638298	0.07391418	0.945	1567	tags=33%, list=12%, signal=38%	
REGULATION OF SMOOTH MUSCLE CELL PROLIFERATION%GOBP%GO:0048660	REGULATION OF SMOOTH MUSCLE CELL PROLIFERATION%GOBP%GO:0048660		52	0.5914574	1.7825352	0.0	0.07720404	0.952	1362	tags=33%, list=11%, signal=36%	
POSITIVE REGULATION OF INTERLEUKIN-8 PRODUCTION%GOBP%GO:0032757	POSITIVE REGULATION OF INTERLEUKIN-8 PRODUCTION%GOBP%GO:0032757		29	0.6566321	1.7825027	0.0	0.07629844	0.952	93	tags=10%, list=1%, signal=10%	
POSITIVE REGULATION OF CYTOSKELETON ORGANIZATION%GOBP%GO:0051495	POSITIVE REGULATION OF CYTOSKELETON ORGANIZATION%GOBP%GO:0051495		129	0.51487595	1.7799132	0.0	0.077722855	0.957	1316	tags=25%, list=10%, signal=27%	
HALLMARK_APOPTOSIS%MSIGDB_C2%HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS%MSIGDB_C2%HALLMARK_APOPTOSIS		93	0.5454575	1.7786952	0.0	0.077881016	0.96	1143	tags=29%, list=9%, signal=32%	
HALLMARK_INFLAMMATORY_RESPONSE%MSIGDB_C2%HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE%MSIGDB_C2%HALLMARK_INFLAMMATORY_RESPONSE		95	0.53555846	1.7786776	0.0	0.07697542	0.96	1173	tags=36%, list=9%, signal=39%	
POST-CHAPERONIN TUBULIN FOLDING PATHWAY%REACTOME DATABASE ID RELEASE 75%389977	POST-CHAPERONIN TUBULIN FOLDING PATHWAY%REACTOME DATABASE ID RELEASE 75%389977		17	0.7290567	1.7774566	0.0	0.07726694	0.963	899	tags=35%, list=7%, signal=38%	
REGULATION OF CELL ADHESION MEDIATED BY INTEGRIN%GOBP%GO:0033628	REGULATION OF CELL ADHESION MEDIATED BY INTEGRIN%GOBP%GO:0033628		23	0.67770445	1.7774544	0.009584664	0.07641241	0.963	1061	tags=35%, list=8%, signal=38%	
DIGESTIVE SYSTEM PROCESS%GOBP%GO:0022600	DIGESTIVE SYSTEM PROCESS%GOBP%GO:0022600		18	0.73816	1.7765108	0.0033444816	0.0763995	0.964	853	tags=28%, list=7%, signal=30%	
POSITIVE REGULATION OF LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0045621	POSITIVE REGULATION OF LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0045621		35	0.64527196	1.7740921	0.0	0.07814951	0.967	751	tags=26%, list=6%, signal=27%	
BLOOD VESSEL DEVELOPMENT%GOBP%GO:0001568	BLOOD VESSEL DEVELOPMENT%GOBP%GO:0001568		160	0.49059036	1.7718806	0.0	0.07946154	0.97	1364	tags=31%, list=11%, signal=35%	
